,ip,nb_www,nb_com,nb_dslash,http_in_path,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,ratio_intMedia,ratio_extMedia,popup_window,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,len_url,len_hostname,qty_points,qty_hyphen,qty_at_sign,qty_question_mark,qty_ampersand,qty_equal_sign,qty_underscore,qty_porcentage,qty_back_slash,qty_colon,qty_comma,qty_semicolon,qty_dollar_sign,is_https,numbers_url_ratio,numbers_hostname_ratio
10233,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,12,1,2,2,2,15,15,7,5.416666667,8.5,4.8,1,0,0,0,0,6,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,0.0,0,1,1,0,9,1086,0,0,1,0,88,22,2,1,0,1,0,1,0,4,6,1,0,0,0,0,0.045454545454545456,0.0
5545,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,8,8,0,16,16,0,12.0,12.0,0.0,0,0,0,0,0,22,0.318181818,0.681818182,3,0.0,0.0,0,1,0.0,0.0,0,0.0,0,1,0,0,370,7299,0,0,0,5,36,29,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0.0,0.0
4517,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,3,6,3,6,6,5,4.5,6.0,4.0,0,0,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,1,0,351,-1,0,0,1,0,32,10,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
7817,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,8,8,0,18,18,0,13.0,13.0,0.0,1,0,0,0,0,14,0.071428571,0.928571429,0,0.846153846,0.615384615,0,1,0.0,0.0,0,14.28571429,0,1,0,0,374,7295,0,0,1,5,38,31,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0.0,0.0
7234,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,35,0.942857143,0.057142857,0,0.0,0.0,0,0,80.0,20.0,0,100.0,0,1,1,0,0,-1,0,0,0,2,26,17,2,1,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
9036,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,9,8,2,7,2,20,12,20,7.222222222,9.5,6.571428571,3,0,0,0,0,63,0.142857143,0.857142857,0,0.944444444,0.111111111,1,0,100.0,0.0,0,3.636363636,0,1,1,0,34,2887,0,0,1,1,87,27,3,2,0,0,0,0,0,0,7,1,0,0,0,0,0.16091954022988506,0.0
4186,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,85,0.752941176,0.247058824,0,0.428571429,0.047619048,1,0,100.0,0.0,0,44.44444444,0,1,1,0,597,1960,5241816,0,0,2,30,21,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
8566,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,5,2,3,2,10,6,10,4.5,4.5,4.5,0,0,0,0,0,58,0.862068966,0.137931034,0,0.125,0.0,0,0,66.66666667,33.33333333,0,58.82352941,0,0,1,0,2025,4914,19217,0,0,5,43,14,2,0,0,0,0,0,2,0,4,1,0,0,0,0,0.0,0.0
5836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,11,11,2,11,6.5,2.0,11.0,0,0,0,0,0,76,0.486842105,0.513157895,1,0.102564103,0.333333333,0,1,50.0,50.0,0,5.0,0,1,0,0,0,-1,136698,0,1,5,24,5,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0.125,0.0
10396,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,9,0,2,4,2,31,8,31,7.0,6.0,7.285714286,0,0,0,0,0,46,0.913043478,0.086956522,1,0.0,0.0,0,1,100.0,0.0,0,100.0,0,1,1,0,217,148,0,0,1,0,82,17,4,0,1,1,0,1,0,0,4,1,0,0,0,0,0.04878048780487805,0.0
4226,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,2,6,6,0,8,8,0,6.666666667,6.666666667,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,311,784,2745991,0,1,0,33,25,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
1072,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,1,2,7,2,8,8,8,5.5,7.5,4.5,0,0,0,0,0,35,0.142857143,0.857142857,2,0.133333333,0.0,1,1,50.0,50.0,0,12.5,0,1,1,0,372,7297,0,0,1,5,50,20,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0.12,0.0
5339,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,3,3,0,18,18,0,10.5,10.5,0.0,0,0,0,0,0,101,0.752475248,0.247524752,3,0.12,0.4,0,1,100.0,0.0,0,33.33333333,0,1,1,0,59,1036,3777965,0,0,0,35,26,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
374,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,2,16,2,16,16,8,7.4,16.0,5.25,0,0,0,0,0,18,0.833333333,0.166666667,0,0.0,1.0,0,1,100.0,0.0,0,0.0,0,1,1,0,216,1244,0,0,1,0,52,20,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0.07692307692307693,0.0
2131,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,11,4,2,3,2,12,12,9,6.0,7.5,5.666666667,3,0,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,0,0,326,6249,0,0,1,0,86,19,3,1,0,0,0,0,0,1,8,1,0,0,0,0,0.023255813953488372,0.0
4771,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,4,3,76,12,76,17.66666667,6.75,39.5,0,0,0,0,0,2,0.0,1.0,0,1.5,0.0,0,0,0.0,100.0,0,0.0,0,1,1,1,0,8152,1274,0,1,5,123,34,4,0,0,0,0,0,0,0,5,1,0,0,0,0,0.07317073170731707,0.029411764705882353
11224,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,83,0.108433735,0.891566265,3,0.851351351,0.0,0,1,100.0,0.0,0,1.515151515,0,1,1,0,245,2312,3457080,0,0,4,26,18,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
7758,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,6,4,3,3,3,11,11,8,5.5,7.0,4.75,0,0,0,0,0,12,0.416666667,0.583333333,0,0.142857143,0.0,0,0,50.0,50.0,0,66.66666667,0,1,1,0,1532,5407,457648,0,0,4,49,19,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0.0,0.0
4238,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,17,1,3,1,143,18,143,32.0,10.5,36.3,0,0,0,0,0,4,0.25,0.75,0,1.0,0.0,0,1,100.0,0.0,0,0.0,0,1,1,0,1664,3815,0,0,1,0,406,26,2,5,0,1,0,1,1,0,4,1,0,0,0,0,0.16995073891625614,0.038461538461538464
6240,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,10,3,1,3,1,11,7,11,5.1,5.0,5.125,0,0,0,0,0,11,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,0.0,1,1,1,0,129,7199,1778,0,0,5,71,14,2,3,0,0,0,0,0,0,7,1,0,0,0,1,0.056338028169014086,0.0
3424,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,8,3,3,3,3,10,7,10,6.75,5.0,7.333333333,0,0,0,0,0,43,0.976744186,0.023255814,0,0.0,0.0,0,0,100.0,0.0,0,0.0,0,1,0,0,2887,7339,48563,0,0,5,73,15,3,0,0,0,0,0,2,0,5,1,0,0,0,1,0.0,0.0
3546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,17,4,18,17,18,13.0,17.0,11.0,0,0,0,0,0,18,0.444444444,0.555555556,1,0.3,0.1,0,1,50.0,50.0,0,42.85714286,0,1,1,0,189,3828,3516548,0,0,3,52,21,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0.07692307692307693,0.0
5412,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,1,11,1,12,11,12,5.25,11.0,4.428571429,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,343,3310,0,0,1,0,60,15,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0.0,0.0
2454,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,51,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,1,0,25,3993,5707171,0,1,0,128,50,4,1,0,1,2,3,2,0,5,1,0,0,0,1,0.1328125,0.0
7655,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,10,1,10,10,10,4.4,10.0,3.777777778,0,0,0,0,0,180,0.683333333,0.316666667,0,0.280701754,0.140350877,0,1,85.71428571,14.28571429,0,8.695652174,0,1,0,0,47,5797,1518,0,0,7,64,14,1,8,0,0,0,0,0,0,3,1,0,0,0,0,0.15625,0.0
1714,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,41,0.951219512,0.048780488,0,0.0,0.0,0,0,100.0,0.0,0,0.0,0,1,0,0,340,-1,0,0,0,0,21,13,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0.0,0.0
8864,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,4,7,15,15,7,8.666666667,9.5,7.0,0,0,0,0,0,5,0.6,0.4,0,0.0,0.5,0,0,75.0,25.0,0,0.0,0,1,1,0,299,1527,0,0,1,0,40,24,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
8228,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,15,15,0,15,15,0,15.0,15.0,0.0,0,0,0,0,0,81,0.691358025,0.308641975,0,0.16,0.0,1,1,6.666666667,93.33333333,0,77.77777778,0,1,0,1,0,-1,6191598,0,0,2,31,22,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
6023,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,2,4,9,9,4,4.75,5.5,4.0,0,0,0,0,0,831,0.91456077,0.08543923,0,0.450704225,0.154929577,0,0,100.0,0.0,0,70.53941909,0,0,1,0,904,7131,12,0,0,7,34,16,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0.0,0.0
6272,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,6,2,17,17,5,7.5,11.5,3.5,0,0,0,0,0,22,0.227272727,0.772727273,0,0.294117647,0.588235294,1,1,0.0,100.0,0,30.76923077,0,1,1,0,198,2724,0,0,1,0,44,28,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
10778,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,8,3,2,3,2,11,11,5,4.375,7.0,3.5,1,0,0,0,0,57,0.684210526,0.315789474,1,0.0,0.0,0,1,33.33333333,66.66666667,0,72.72727273,0,1,1,0,302,-1,0,0,1,0,56,22,5,0,0,0,0,0,0,0,6,1,0,0,0,0,0.05357142857142857,0.0
10494,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,8,8,0,8,8,0,8.0,8.0,0.0,0,0,0,0,0,106,0.235849057,0.764150943,3,0.518518519,0.0,0,1,0.0,100.0,0,31.42857143,0,1,1,0,373,7296,0,0,0,5,29,21,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.13793103448275862,0.19047619047619047
4959,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,3,6,6,6,6,5.0,4.5,6.0,1,0,0,0,0,5,0.4,0.6,0,0.666666667,0.0,0,1,50.0,50.0,0,0.0,0,1,0,0,248,5230,0,0,1,0,29,14,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
6385,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,10,4,3,3,3,13,5,13,6.2,4.0,6.75,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,1,0,2450,8872,1883895,0,1,4,84,13,3,0,0,0,1,0,5,0,5,1,0,0,0,0,0.047619047619047616,0.0
9258,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,4,11,4,87,16,87,21.33333333,13.5,25.25,0,0,0,0,0,1,0.0,1.0,0,0.0,0.0,0,0,0.0,100.0,0,0.0,1,1,0,0,948,7086,18263,0,1,3,144,32,3,2,0,0,0,0,0,0,3,1,0,0,0,0,0.0625,0.03125
9615,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,1,1,5,1,33,6,33,7.111111111,5.5,7.571428571,1,0,0,0,0,10,0.0,1.0,2,0.0,0.0,0,1,0.0,0.0,0,0.0,0,0,0,0,2975,8347,1,0,1,10,84,16,2,0,0,1,0,1,1,0,6,1,0,0,0,1,0.07142857142857142,0.0
8452,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,7,2,3,8,3,8,8,7,5.142857143,8.0,4.666666667,0,0,0,0,0,24,0.75,0.25,1,0.0,1.0,0,1,100.0,0.0,0,0.0,0,1,1,1,0,-1,0,0,1,0,57,15,3,1,0,0,0,0,0,0,6,1,0,0,0,1,0.0,0.0
5181,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,19,2,1,2,1,31,21,31,7.263157895,11.0,6.5625,0,0,0,0,0,7,0.0,1.0,0,0.0,0.571428571,0,1,0.0,0.0,0,0.0,0,1,0,0,382,8018,0,0,1,4,174,43,2,2,0,1,1,2,5,1,7,4,0,1,0,1,0.10919540229885058,0.13953488372093023
2701,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,3,3,3,7,10,10,10,7.5,6.5,8.5,0,0,0,0,0,227,0.986784141,0.013215859,0,0.0,0.0,0,0,100.0,0.0,0,57.14285714,0,0,0,0,1879,8712,3722,0,0,5,45,18,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0.0,0.0
10237,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,12,2,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,0,0,14,4003,5828815,0,1,0,124,50,4,1,0,1,2,3,2,0,4,1,0,0,0,0,0.1532258064516129,0.0
7084,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,8,0,2,8,2,8,8,8,5.125,8.0,4.714285714,5,0,0,0,0,87,0.344827586,0.655172414,1,0.684210526,0.01754386,0,1,75.0,25.0,0,32.3943662,0,1,1,0,0,1993,10422666,0,1,0,58,11,3,1,0,0,0,0,0,0,6,1,0,0,0,0,0.0,0.0
7180,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,2,4,10,10,6,5.5,6.0,5.0,0,0,0,0,0,225,0.951111111,0.048888889,0,0.181818182,0.0,0,0,100.0,0.0,0,85.33333333,0,0,1,0,509,6431,618,0,0,5,37,17,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0.0,0.0
1581,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,12,0,2,7,2,7,7,7,4.333333333,7.0,4.090909091,2,0,0,0,0,5,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,0,0,617,1939,8011140,0,1,3,75,11,2,5,0,0,0,0,0,0,7,1,0,0,0,1,0.10666666666666667,0.09090909090909091
6813,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,4,4,4,8,12,12,8,6.5,6.2,8.0,1,0,0,0,0,50,0.96,0.04,0,0.0,0.0,1,0,100.0,0.0,0,96.55172414,0,1,1,0,115,615,13523,0,1,2,55,39,2,3,0,0,0,0,0,0,3,1,0,0,0,0,0.2727272727272727,0.38461538461538464
1841,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,6,0,6,6,0,6.0,6.0,0.0,0,0,0,0,0,199,0.341708543,0.658291457,13,0.053435115,0.0,0,1,0.0,100.0,0,26.82926829,0,0,1,0,971,11083,3822,0,0,6,25,17,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
9217,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,14,9,2,5,2,64,5,64,13.64285714,5.0,14.30769231,4,0,0,0,0,6,0.5,0.5,1,0.0,0.0,0,1,0.0,0.0,0,0.0,0,1,0,0,24,-1,0,0,1,0,218,12,3,1,0,1,2,3,1,0,6,1,0,2,0,0,0.3165137614678899,0.08333333333333333
5212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,6,6,0,3.5,3.5,0.0,0,0,0,0,0,112,0.928571429,0.071428571,0,0.875,0.0,0,0,98.97959184,1.020408163,0,30.0,0,1,0,1,0,-1,0,0,0,2,18,11,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0.0,0.0
3299,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,2,3,2,13,13,11,5.714285714,8.0,4.8,1,0,0,0,0,164,0.323170732,0.676829268,0,0.585585586,0.045045045,1,1,30.0,70.0,0,19.76744186,0,1,1,0,245,2676,0,0,1,0,57,21,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0.0,0.0
579,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,14,6,3,3,6,53,39,53,15.28571429,11.2,17.55555556,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,170,-1,0,0,1,0,241,63,5,0,0,0,2,5,0,2,6,1,0,2,0,0,0.1991701244813278,0.42857142857142855
900,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,1,3,1,13,5,13,5.285714286,4.0,5.8,0,0,0,0,0,340,0.988235294,0.011764706,0,0.5,0.0,0,0,100.0,0.0,0,50.0,0,0,1,0,1308,8554,9753,0,0,5,54,13,3,0,0,0,0,0,2,0,4,1,0,0,0,0,0.1111111111111111,0.0
2605,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,6,3,6,6,3,4.5,6.0,3.0,0,0,0,0,0,7,0.857142857,0.142857143,0,0.0,0.0,0,0,100.0,0.0,0,50.0,0,1,0,0,96,3922,0,0,1,2,20,9,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0.05,0.0
4617,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,5,5,6,6,5,6,5.5,5.0,6.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,1,0,2663,0,0,1,2,22,8,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
9170,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,13,4,4,4,17,8,17,8.384615385,6.0,8.818181818,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,157,9339,21,0,0,5,135,17,2,0,0,1,4,5,0,2,3,1,0,4,0,1,0.2222222222222222,0.0
8184,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,97,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,0,1,0,1729,876628,0,0,2,25,16,3,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
3467,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,3,1,19,19,3,6.5,11.0,2.0,0,0,0,0,0,32,0.34375,0.65625,4,0.047619048,0.0,0,1,0.0,100.0,0,77.77777778,0,1,1,0,123,2433,0,0,1,0,40,27,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
7036,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,7,6,3,3,3,32,13,32,9.571428571,8.0,10.2,2,0,0,0,0,23,0.782608696,0.217391304,0,0.0,0.2,0,0,100.0,0.0,0,20.0,0,1,1,0,99,4284,0,0,1,1,85,21,2,1,0,0,0,1,0,0,6,1,0,0,0,0,0.25882352941176473,0.0
10686,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,4,1,3,1,10,5,10,3.461538462,4.0,3.363636364,0,0,0,0,0,17,0.0,1.0,1,0.0,0.0,0,1,0.0,0.0,0,0.0,0,0,0,0,1346,7419,285,0,0,7,69,13,2,10,0,0,0,0,0,0,3,1,0,0,0,1,0.028985507246376812,0.0
8808,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,2,2,0,11,11,0,5.0,5.0,0.0,1,0,0,1,2,47,0.0,1.0,1,0.0,0.319148936,0,1,0.0,0.0,0,0.0,0,1,0,1,0,-1,77586,0,1,1,39,31,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
1862,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,3,6,3,10,10,10,7.25,8.0,6.5,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,302,7733,3779,0,1,4,43,21,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.046511627906976744,0.09523809523809523
3795,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,83,0.855421687,0.144578313,0,0.25,0.083333333,0,1,93.33333333,6.666666667,0,30.0,0,0,0,0,159,6437,78688,0,0,4,24,15,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
2757,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,4,4,7,7,6,7,5.666666667,5.0,7.0,0,0,0,0,0,1,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,125,4623,0,0,0,3,31,15,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
5707,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,23,5,2,3,2,14,8,14,5.47826087,5.5,5.476190476,0,0,0,0,0,71,0.802816901,0.197183099,2,0.0,0.0,0,1,100.0,0.0,0,0.0,0,1,0,0,2421,7805,6256,0,1,4,161,16,3,0,0,1,5,5,8,0,4,1,0,0,0,1,0.0,0.0
8930,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,14,13,2,3,2,23,14,23,10.14285714,8.5,10.41666667,1,0,0,0,0,31,0.483870968,0.516129032,0,0.4375,0.625,0,1,100.0,0.0,0,0.0,0,1,1,0,553,-1,0,0,1,0,165,21,4,5,1,0,2,1,0,0,3,1,0,2,0,0,0.34545454545454546,0.0
164,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,5,2,9,8,9,6.0,6.5,5.5,0,0,0,0,0,72,0.652777778,0.347222222,0,0.64,0.0,0,0,100.0,0.0,0,56.14035088,0,0,0,0,873,6431,15489,0,1,5,39,18,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0.05128205128205128,0.0
6763,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,3,3,7,13,13,7,7.666666667,8.0,7.0,0,0,0,0,0,31,0.64516129,0.35483871,0,0.272727273,0.090909091,1,0,33.33333333,66.66666667,0,50.0,0,1,1,0,348,6591,309164,0,0,4,37,21,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
11203,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,6,0,2,6,2,6,6,6,4.5,6.0,4.2,2,0,0,0,0,3,0.0,1.0,0,0.0,0.0,0,0,0.0,100.0,0,0.0,0,1,1,0,139,2418,0,0,1,0,45,12,3,1,0,0,0,0,0,0,5,1,0,0,0,0,0.022222222222222223,0.0
2826,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,6,1,2,8,2,15,8,15,8.0,8.0,8.0,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,1,0,-1,0,0,1,2,69,15,2,1,0,0,0,0,0,0,7,1,0,0,0,1,0.0,0.0
10026,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,8,8,0,13,13,0,10.5,10.5,0.0,0,0,0,0,0,10,0.1,0.9,0,0.777777778,0.555555556,0,1,0.0,0.0,0,33.33333333,0,1,0,0,374,7295,0,0,1,5,33,26,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0.030303030303030304,0.038461538461538464
8333,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,10,4,1,3,1,10,10,7,4.3,6.5,3.75,0,0,0,0,0,119,0.882352941,0.117647059,0,0.428571429,0.071428571,0,0,100.0,0.0,0,73.07692308,0,1,0,0,130,-1,6347,0,0,5,65,18,2,6,0,0,0,0,0,0,5,1,0,0,0,1,0.015384615384615385,0.0
7966,1,0,0,0,0,0,0,1,1,0,3,1,1,0,0,15,5,2,2,2,32,6,32,5.933333333,4.0,7.625,1,0,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,0,1,0,724,23941,0,1,1,114,37,7,2,0,1,1,2,0,0,4,1,0,0,0,1,0.20175438596491227,0.10810810810810811
6692,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,2,2,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,363,1,0,0,1,0,30,21,1,2,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
714,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,8,8,0,12,12,0,10.0,10.0,0.0,0,0,0,0,0,10,0.1,0.9,0,0.777777778,0.555555556,0,1,0.0,0.0,0,33.33333333,0,1,0,0,374,7295,0,0,1,5,34,25,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
9572,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,3,1,1,3,7,7,4,4.5,4.833333333,3.5,0,0,0,0,0,21,0.19047619,0.80952381,1,0.176470588,0.0,0,1,20.0,80.0,0,25.0,0,1,1,0,228,5616,0,0,1,5,54,38,5,2,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
2769,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,1,3,4,3,14,14,12,6.833333333,9.0,5.75,0,0,0,0,0,22,0.954545455,0.045454545,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,0,0,364,1,0,0,1,0,57,23,2,1,0,0,0,0,0,0,5,1,0,0,0,0,0.0,0.0
5053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,7,10,10,7,10,8.5,7.0,10.0,0,0,0,0,0,25,0.52,0.48,0,0.0,0.083333333,0,0,0.0,0.0,0,0.0,1,1,0,0,180,7490,63,0,0,10,30,11,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
